experiment,timestamp,model_size_mb,n_sample,median_ms,p95_ms,throughput_sps,auc,accuracy
TFIDF_NB,2025-08-12T10:32:22Z,5.247895240783691,5000,1.010700005281251,2.0209249923937023,5365.337643933634,0.999761673024135,0.9972
