experiment,timestamp,model_size_mb,n_sample,median_ms,p95_ms,throughput_sps,auc,accuracy
SBERT_LogReg,2025-08-12T09:50:39Z,418.21125507354736,5000,35.39124999952037,342.73992999151227,10.222690952502786,0.9999956270279657,0.9994
