experiment,timestamp,model_size_mb,n_sample,median_ms,p95_ms,throughput_sps,auc,accuracy
sbert_SVC,2025-08-12T09:57:02Z,87.16492938995361,5000,8.386050001718104,26.581365002493826,130.97381045066834,0.9988377265043334,0.9922
