experiment,timestamp,model_size_mb,n_sample,median_ms,p95_ms,throughput_sps,auc,accuracy
TFIDF_SVC,2025-08-12T10:32:38Z,19.20076084136963,5000,0.4032500000903383,1.389990004099672,4817.959193433978,1.0,1.0
